region,store_id,category,product,week,units_sold,revenue,revenue_last_year
West,107,Home,Mug,52,59,2017.8,1755.79
Central,135,Electronics,Speaker,23,112,8611.68,8763.24
South,124,Home,Cushion,29,85,3417.85,3272.92
East,129,Home,Towel,28,14,243.18,253.26
North,106,Apparel,Jeans,22,155,8185.55,5951.47
North,122,Apparel,Socks,31,85,3519.0,2834.31
North,119,Apparel,T-Shirt,34,80,8037.6,7613.15
West,124,Electronics,Earbuds,44,37,425.5,426.49
North,114,Apparel,Jeans,17,125,14955.0,19018.42
South,126,Apparel,Socks,45,72,2447.28,3041.16
West,127,Home,Lamp,22,168,14834.4,17988.52
South,133,Electronics,Webcam,8,44,1825.56,1509.46
West,109,Home,Lamp,32,172,9848.72,7572.15
Central,128,Electronics,Earbuds,7,93,851.88,666.28
North,140,Apparel,Jacket,43,31,2673.75,2766.51
Central,126,Apparel,T-Shirt,18,90,4435.2,6146.3
South,103,Electronics,Charger,28,168,11733.12,13883.1
West,113,Electronics,Earbuds,15,174,10213.8,12279.68
West,120,Electronics,Charger,44,195,2745.6,2814.05
Central,140,Apparel,T-Shirt,15,144,14476.32,16220.39
West,111,Apparel,Jacket,48,6,589.86,592.91
East,101,Apparel,Socks,7,130,4414.8,5673.08
West,114,Electronics,Earbuds,48,101,11553.39,10609.16
North,140,Electronics,Webcam,50,21,2040.78,1552.92
North,133,Home,Cushion,6,98,3804.36,4189.45
Central,114,Home,Lamp,6,34,741.88,784.82
South,107,Electronics,Earbuds,1,37,1772.67,1293.2
East,138,Apparel,T-Shirt,1,66,924.66,857.55
West,128,Electronics,Webcam,40,90,2230.2,2507.07
West,137,Electronics,Speaker,38,13,1154.14,1316.03
Central,123,Apparel,Jeans,14,22,1831.28,1506.2
West,140,Home,Towel,49,124,7799.6,5725.9
West,120,Home,Lamp,40,157,13605.62,9912.73
North,122,Home,Lamp,4,31,2541.69,1883.24
North,138,Home,Lamp,19,19,1211.06,1330.21
Central,137,Home,Lamp,14,192,13875.84,15551.39
North,116,Home,Towel,33,23,2018.94,1625.54
South,125,Apparel,Jeans,4,153,6409.17,5111.05
West,113,Electronics,Earbuds,3,95,5258.25,6837.76
Central,121,Apparel,Jacket,40,162,16959.78,14462.17
East,102,Apparel,Socks,37,14,1107.54,808.41
West,128,Apparel,Jacket,41,11,265.21,212.68
Central,140,Electronics,Webcam,44,96,1496.64,1740.18
North,132,Home,Lamp,4,13,1019.33,1244.72
South,104,Electronics,Webcam,27,113,7453.48,9094.42
North,112,Apparel,Socks,36,105,785.4,930.42
South,109,Apparel,T-Shirt,6,174,17817.6,20053.47
Central,124,Home,Mug,11,138,15046.14,12017.19
Central,135,Electronics,Speaker,15,22,649.88,472.55
South,137,Home,Lamp,21,172,16025.24,17191.92
South,115,Apparel,Jacket,1,131,4725.17,4587.84
North,115,Home,Towel,20,38,986.48,1085.15
Central,113,Home,Lamp,52,130,5911.1,6872.29
South,114,Home,Lamp,5,191,22077.69,30031.83
South,129,Electronics,Speaker,45,158,13954.56,19383.76
West,107,Apparel,T-Shirt,22,192,5193.6,4696.19
North,128,Electronics,Webcam,40,62,658.44,820.66
South,128,Apparel,Socks,1,190,9129.5,9469.67
West,114,Apparel,T-Shirt,25,157,9440.41,7329.82
South,126,Home,Towel,50,200,20536.0,14555.24
South,131,Home,Towel,36,38,893.76,895.3
West,118,Home,Mug,40,159,8439.72,11020.13
Central,102,Apparel,T-Shirt,9,36,1628.28,1392.32
North,132,Apparel,T-Shirt,36,156,1302.6,1704.8
South,140,Electronics,Earbuds,2,69,7451.31,7152.29
East,117,Apparel,T-Shirt,49,105,6693.75,8753.95
West,138,Electronics,Webcam,14,191,2882.19,3766.96
East,101,Apparel,T-Shirt,35,156,8007.48,10278.09
Central,130,Apparel,Jacket,50,94,8834.12,6786.46
West,117,Apparel,T-Shirt,18,191,6725.11,6848.25
North,116,Apparel,T-Shirt,50,185,10964.95,10892.51
South,130,Home,Lamp,36,128,4747.52,6399.8
Central,114,Apparel,Socks,2,47,1963.19,2376.02
West,134,Electronics,Earbuds,36,194,18682.2,24307.48
West,120,Electronics,Earbuds,20,64,6485.76,8692.72
West,135,Apparel,T-Shirt,5,178,16028.9,11819.24
West,114,Home,Cushion,12,197,8073.06,7872.37
South,115,Electronics,Earbuds,11,74,2554.48,2673.04
South,117,Home,Cushion,14,98,6076.98,6986.94
North,130,Home,Towel,15,27,2928.42,3309.81
North,130,Electronics,Webcam,49,98,8446.62,7408.09
East,115,Home,Towel,10,100,5863.0,5293.99
East,131,Apparel,Jacket,47,104,8592.48,11697.52
North,111,Electronics,Earbuds,2,109,2631.26,1966.23
East,102,Electronics,Charger,34,27,512.73,677.98
Central,120,Electronics,Speaker,44,163,2216.8,1724.97
South,109,Apparel,Socks,8,35,864.15,1196.78
East,128,Home,Cushion,14,198,15364.8,11782.34
Central,137,Electronics,Webcam,39,59,810.07,926.17
South,120,Electronics,Charger,50,135,8309.25,9390.06
Central,115,Home,Lamp,38,40,235.6,187.72
South,128,Electronics,Webcam,47,80,8633.6,6810.47
East,127,Home,Towel,37,173,5627.69,5589.55
Central,139,Home,Towel,47,160,15515.2,18499.92
North,118,Home,Mug,21,163,1008.97,1079.52
South,130,Apparel,Jeans,4,47,1854.15,2178.06
East,107,Electronics,Charger,27,116,699.48,579.42
East,112,Apparel,Jeans,29,167,1616.56,1951.0
South,105,Electronics,Webcam,49,42,693.84,516.58
East,129,Electronics,Speaker,47,149,1053.43,1228.36
South,108,Apparel,Jeans,26,30,2545.8,2399.38
South,122,Home,Lamp,31,95,10302.75,7806.71
South,100,Apparel,Jeans,1,133,5661.81,5866.21
West,131,Apparel,Socks,9,45,2833.65,3208.81
South,113,Apparel,T-Shirt,23,105,8813.7,10225.03
Central,122,Home,Towel,7,170,2672.4,2929.08
Central,108,Electronics,Earbuds,33,156,17461.08,18087.24
East,120,Home,Towel,40,120,13860.0,15395.62
Central,135,Home,Cushion,39,149,7660.09,5876.12
East,104,Apparel,Jacket,6,93,3689.31,3225.07
North,137,Apparel,T-Shirt,51,26,1958.84,1799.16
Central,131,Apparel,Jeans,19,138,3084.3,2880.98
East,132,Electronics,Charger,17,191,16796.54,22291.22
North,100,Apparel,Jacket,33,37,2239.98,2226.26
Central,127,Home,Cushion,28,106,2136.96,1633.11
North,131,Apparel,Socks,50,46,2754.48,2660.72
South,112,Home,Mug,3,160,14489.6,12926.13
South,115,Apparel,T-Shirt,51,172,11594.52,12737.15
South,126,Apparel,Jeans,19,96,9533.76,7218.56
Central,116,Apparel,Socks,35,136,14659.44,10668.84
West,107,Apparel,Socks,10,98,6521.9,4654.31
East,138,Home,Mug,2,134,14106.18,17350.36
East,117,Home,Cushion,36,197,20046.72,25301.57
Central,113,Home,Towel,9,29,218.66,195.23
East,108,Home,Lamp,17,113,3857.82,2713.83
East,116,Apparel,Jacket,38,28,3026.52,3733.21
South,102,Home,Towel,43,21,679.14,710.7
South,140,Apparel,Jeans,37,11,173.91,148.88
West,112,Home,Lamp,21,171,11304.81,8521.27
East,120,Electronics,Webcam,47,101,1449.35,1869.16
West,106,Home,Towel,47,83,4874.59,5165.08
North,103,Home,Mug,38,0,0.0,0.0
Central,123,Electronics,Speaker,46,109,3641.69,4720.37
East,107,Home,Towel,13,100,6988.0,6666.25
North,133,Home,Mug,29,41,1805.64,2367.68
East,134,Electronics,Charger,1,77,8603.21,8327.16
Central,121,Electronics,Earbuds,48,34,3218.78,3323.32
West,123,Apparel,T-Shirt,44,76,2817.32,3887.5
South,139,Electronics,Earbuds,13,42,1890.0,1497.83
North,112,Home,Towel,28,116,11307.68,14861.78
South,109,Apparel,T-Shirt,47,184,8348.08,9274.71
East,114,Apparel,T-Shirt,24,28,2629.76,2374.84
North,124,Apparel,Jeans,39,180,21551.4,27496.13
Central,133,Apparel,T-Shirt,43,41,1650.66,1479.82
East,102,Apparel,Jeans,52,43,5070.99,6262.37
East,132,Electronics,Earbuds,46,148,3199.76,4308.29
West,117,Apparel,Jacket,7,143,15125.11,17775.0
Central,129,Home,Towel,23,49,3687.25,4355.5
West,107,Home,Cushion,26,104,8255.52,6376.08
West,106,Apparel,Jacket,50,159,8745.0,11740.19
South,112,Home,Cushion,49,84,6138.72,6420.19
North,133,Apparel,Jeans,32,189,19871.46,21591.84
West,122,Electronics,Speaker,36,170,11673.9,14468.14
North,130,Apparel,Socks,25,128,6775.04,9414.4
North,118,Home,Lamp,16,16,1666.24,1263.41
Central,113,Home,Mug,3,136,15529.84,19972.07
East,128,Apparel,Jacket,14,185,14731.55,11260.09
South,112,Home,Towel,35,165,14874.75,18751.22
Central,101,Home,Cushion,2,25,2934.0,4000.5
East,130,Apparel,Socks,30,76,3395.68,3555.55
West,101,Electronics,Speaker,6,133,13174.98,17330.06
North,110,Home,Towel,7,173,20498.77,24565.82
West,114,Apparel,Socks,9,42,3803.94,2975.08
South,103,Apparel,T-Shirt,16,31,3623.59,4019.19
West,136,Electronics,Earbuds,9,152,14821.52,20159.53
West,129,Electronics,Speaker,10,112,9621.92,12793.97
South,128,Electronics,Speaker,4,2,187.58,202.43
North,122,Home,Mug,27,163,7820.74,9912.0
Central,137,Home,Cushion,39,139,13317.59,17528.38
North,117,Apparel,Jacket,3,174,12528.0,9243.85
West,125,Home,Lamp,2,103,3170.34,2654.85
Central,107,Apparel,T-Shirt,32,49,5092.57,4139.21
West,133,Apparel,T-Shirt,34,114,1800.06,1503.84
North,108,Electronics,Webcam,21,153,9033.12,7079.78
East,122,Electronics,Charger,44,31,181.66,234.7
West,123,Apparel,T-Shirt,10,187,7887.66,9645.08
West,122,Apparel,Jeans,33,51,5777.28,7657.41
South,112,Home,Towel,49,173,12002.74,11487.65
Central,111,Electronics,Charger,40,40,3309.2,3877.25
Central,110,Home,Cushion,18,45,2920.05,3868.87
North,124,Home,Towel,19,174,6890.4,5246.5
Central,106,Electronics,Speaker,13,132,5731.44,5420.09
Central,140,Home,Lamp,19,37,372.22,445.79
Central,115,Apparel,Jeans,43,79,2476.65,2400.14
Central,118,Apparel,T-Shirt,41,146,9339.62,12827.42
West,112,Home,Cushion,18,105,6657.0,4990.74
South,127,Electronics,Webcam,46,118,8413.4,8099.14
Central,113,Home,Towel,42,82,6569.02,6068.04
North,117,Home,Towel,11,29,2405.84,2711.66
South,111,Home,Cushion,13,102,10915.02,14138.08
Central,136,Home,Towel,47,72,5126.4,5720.27
West,110,Home,Lamp,30,117,7640.1,5851.42
Central,113,Electronics,Speaker,43,128,4947.2,6007.78
North,102,Home,Mug,36,137,5596.45,3927.64
North,126,Apparel,Socks,1,56,6602.4,8837.33
East,125,Electronics,Charger,9,131,7747.34,8956.59
West,126,Apparel,Socks,38,63,1389.78,1477.38
South,119,Electronics,Charger,5,68,393.72,345.04
Central,124,Home,Mug,25,132,15607.68,17103.15
South,132,Home,Towel,16,4,268.12,188.51
North,120,Electronics,Webcam,21,182,2560.74,2626.14
South,111,Electronics,Charger,9,146,7605.14,8398.92
Central,120,Apparel,T-Shirt,27,199,10931.07,10691.66
North,134,Electronics,Speaker,22,181,13647.4,18254.75
North,131,Home,Cushion,31,178,7185.86,7328.69
East,103,Apparel,T-Shirt,28,13,1153.75,1400.43
Central,121,Electronics,Speaker,44,73,2942.63,3251.66
Central,135,Electronics,Earbuds,40,65,7613.45,5763.14
East,138,Home,Mug,3,52,4910.36,4662.86
Central,132,Apparel,Jacket,44,162,14452.02,17686.39
West,108,Electronics,Webcam,5,21,2086.14,2021.37
East,119,Electronics,Speaker,46,62,2369.64,2245.54
Central,108,Electronics,Speaker,13,29,2825.18,2781.59
East,105,Electronics,Webcam,25,25,1328.25,1777.39
Central,138,Electronics,Webcam,18,9,813.87,763.51
East,122,Apparel,Socks,28,3,314.25,314.56
Central,138,Home,Lamp,14,182,5971.42,4369.44
North,135,Electronics,Charger,14,179,5065.7,4987.11
Central,124,Home,Mug,21,14,349.02,316.72
East,120,Home,Mug,15,139,15683.37,16566.64
West,132,Electronics,Speaker,45,198,23736.24,19848.0
Central,131,Apparel,Jeans,50,190,5200.3,5669.59
Central,113,Home,Cushion,44,169,980.2,1216.4
North,117,Home,Cushion,39,107,4078.84,4930.79
North,126,Electronics,Earbuds,27,72,4153.68,4791.49
East,117,Electronics,Speaker,38,90,10237.5,14225.82
South,139,Home,Mug,25,173,11473.36,11702.76
Central,127,Home,Cushion,51,146,1162.16,1157.93
East,124,Apparel,Socks,3,63,6044.85,6415.79
North,101,Electronics,Speaker,29,196,5564.44,5990.97
South,113,Apparel,T-Shirt,6,112,2954.56,3337.59
North,119,Home,Cushion,27,142,7239.16,8604.44
East,104,Apparel,Jeans,10,115,4527.55,5601.15
North,116,Apparel,Jeans,3,9,62.46,83.4
Central,110,Apparel,Jeans,4,176,7939.36,10240.28
West,138,Electronics,Speaker,21,108,7161.48,8589.01
Central,104,Apparel,T-Shirt,3,122,6381.82,7364.76
Central,110,Apparel,Socks,18,88,7777.44,9112.55
Central,130,Apparel,Jeans,30,33,1651.65,1577.37
West,137,Electronics,Charger,5,20,805.0,1114.61
East,137,Home,Lamp,40,98,11510.1,9001.18
East,132,Electronics,Earbuds,20,12,458.76,464.55
East,136,Electronics,Speaker,17,23,1665.89,2157.34
North,111,Home,Lamp,25,116,13031.44,15584.99
East,134,Electronics,Speaker,8,112,1251.04,1057.14
North,110,Electronics,Speaker,44,9,803.61,948.69
Central,133,Apparel,Jeans,18,192,4020.48,5113.93
East,123,Apparel,T-Shirt,45,90,6876.0,5025.28
East,119,Apparel,Jacket,32,162,15620.04,12341.44
West,138,Home,Lamp,21,131,10545.5,13674.37
West,134,Apparel,Jacket,14,169,16651.57,17156.4
South,125,Electronics,Charger,5,196,19754.84,19192.45
Central,129,Apparel,Jeans,45,169,19179.81,18379.28
West,122,Electronics,Webcam,6,135,14110.2,19237.5
East,113,Electronics,Earbuds,20,20,456.0,572.6
South,104,Electronics,Webcam,45,76,2563.48,3201.38
North,126,Apparel,T-Shirt,15,132,13640.88,17362.26
North,112,Electronics,Webcam,10,36,756.36,745.5
East,137,Electronics,Earbuds,43,121,9239.56,7092.87
East,130,Electronics,Webcam,35,97,4867.46,5290.24
South,129,Home,Towel,39,154,3012.24,3042.42
East,115,Apparel,Socks,4,121,2519.22,2557.09
West,127,Electronics,Speaker,1,86,8993.02,10978.9
South,114,Electronics,Speaker,3,17,689.86,941.52
Central,104,Apparel,Jeans,46,93,4432.38,3436.65
West,102,Electronics,Speaker,31,190,2726.5,2194.56
South,132,Apparel,Jacket,32,41,4910.98,4769.42
Central,135,Apparel,Jeans,33,44,3749.68,4665.44
North,117,Apparel,Jeans,28,109,8682.94,9322.88
East,130,Home,Mug,31,113,703.99,855.09
East,121,Electronics,Charger,17,187,18522.35,19642.7
Central,117,Apparel,Jacket,7,120,1185.6,1509.17
West,119,Home,Lamp,50,12,1259.28,939.34
West,120,Apparel,Jacket,7,137,824.74,816.69
West,101,Apparel,Jeans,17,157,4775.94,4182.48
North,123,Apparel,Socks,14,0,0.0,0.0
East,129,Apparel,Jacket,47,136,9831.44,7746.05
West,133,Home,Mug,20,105,1693.65,1659.28
East,121,Electronics,Earbuds,39,151,3553.03,3084.16
West,117,Apparel,T-Shirt,40,110,9831.8,11844.67
North,118,Apparel,Jacket,38,135,2594.7,1826.74
North,108,Electronics,Webcam,21,49,1732.64,1380.76
North,138,Apparel,Socks,20,143,5395.39,5729.64
East,126,Home,Towel,48,162,17628.84,21024.87
North,135,Apparel,Jeans,46,114,4061.82,4686.87
South,128,Home,Lamp,6,96,10736.64,10131.71
East,132,Home,Lamp,31,67,6948.57,7226.98
West,130,Home,Mug,16,116,5174.76,5155.49
Central,133,Apparel,Jeans,35,39,2465.58,1826.32
South,109,Apparel,Jeans,13,44,3849.56,4071.19
Central,136,Home,Lamp,14,147,2297.61,2136.02
Central,116,Apparel,Jeans,31,43,5045.62,3757.1
South,111,Home,Cushion,29,44,684.2,744.83
West,118,Apparel,T-Shirt,1,125,9928.75,7987.0
West,126,Apparel,Jeans,52,2,84.56,116.93
Central,102,Home,Mug,2,174,8811.36,8995.77
North,115,Apparel,Socks,26,7,834.05,1007.23
East,116,Home,Towel,19,36,3112.56,2775.58
North,102,Electronics,Charger,38,192,19726.08,20282.56
South,116,Apparel,Jacket,14,112,7589.12,7570.67
Central,107,Home,Cushion,18,187,8149.46,10559.02
West,120,Apparel,Socks,32,49,1390.62,1015.04
West,123,Apparel,Socks,18,129,7732.26,7496.84
West,139,Home,Towel,33,0,0.0,0.0
Central,115,Apparel,Jeans,42,5,393.65,356.65
Central,137,Electronics,Earbuds,6,78,1637.22,1392.64
Central,135,Home,Towel,14,195,17070.3,15629.54
South,116,Home,Cushion,10,146,7987.66,5609.53
East,112,Electronics,Webcam,4,182,11491.48,15331.4
Central,116,Apparel,Jeans,51,138,8304.84,11278.44
North,115,Home,Mug,20,185,21780.05,27085.29
Central,105,Electronics,Speaker,30,94,9525.96,12537.95
West,105,Electronics,Webcam,34,37,1332.74,1082.88
West,126,Apparel,Jeans,40,186,6885.72,7394.37
South,127,Electronics,Earbuds,13,93,8867.55,9362.26
East,137,Home,Cushion,39,37,4372.29,5178.53
North,122,Home,Towel,43,92,6073.84,7181.9
Central,119,Apparel,T-Shirt,32,64,7134.08,9177.66
Central,107,Electronics,Earbuds,32,185,5181.85,4403.9
North,100,Electronics,Charger,41,61,6037.17,5135.87
South,112,Electronics,Speaker,39,189,15726.69,21316.58
North,127,Home,Lamp,44,106,11278.4,14608.58
South,125,Home,Mug,3,151,9546.22,10184.55
South,137,Home,Mug,48,161,15209.67,18879.04
Central,121,Apparel,Socks,3,123,10071.24,7901.04
East,132,Home,Towel,23,187,18417.63,13797.96
East,136,Home,Mug,22,148,12402.4,13720.07
Central,129,Electronics,Webcam,39,151,17423.89,13165.75
North,140,Home,Cushion,21,51,5747.19,5916.86
West,117,Apparel,T-Shirt,4,163,17294.3,13556.88
Central,135,Electronics,Earbuds,2,5,90.65,90.57
East,101,Home,Mug,27,40,4104.4,5673.82
West,125,Electronics,Earbuds,6,108,6516.72,5115.14
West,115,Apparel,Jacket,1,101,7017.48,6750.3
West,101,Electronics,Charger,42,95,7253.25,6276.32
East,117,Apparel,Socks,11,132,15224.88,16219.98
South,118,Apparel,Socks,13,148,1832.24,2318.44
North,116,Apparel,Jeans,16,11,441.76,585.97
Central,117,Apparel,Jacket,24,99,6354.81,6565.08
Central,129,Electronics,Speaker,28,94,9455.46,12534.3
North,122,Home,Mug,43,27,2410.83,2289.75
East,107,Electronics,Speaker,11,39,1221.09,1504.99
Central,117,Electronics,Speaker,46,185,13418.05,13409.8
East,110,Home,Towel,19,126,5315.94,7402.38
North,129,Electronics,Speaker,52,21,1135.47,1250.1
East,122,Electronics,Earbuds,23,53,2911.82,3343.31
Central,135,Electronics,Earbuds,10,49,3379.04,2901.25
Central,115,Home,Towel,25,195,15572.7,17503.88
West,126,Apparel,Jacket,10,167,15581.1,19032.5
Central,119,Apparel,Jeans,2,70,7093.8,5044.54
North,125,Apparel,T-Shirt,39,49,1596.42,1914.57
West,101,Electronics,Webcam,36,40,4654.0,4969.41
West,136,Apparel,Socks,34,155,3391.4,3663.3
West,100,Home,Lamp,4,97,7460.27,7755.93
West,118,Home,Mug,9,185,20370.35,20693.71
North,140,Home,Cushion,16,26,569.4,610.98
South,105,Apparel,Socks,9,49,1107.89,1441.21
North,138,Electronics,Speaker,37,188,10637.04,9871.22
Central,110,Electronics,Earbuds,5,113,6607.11,5668.01
South,128,Home,Mug,7,170,11374.7,10604.69
Central,124,Apparel,T-Shirt,43,134,14159.78,16758.74
South,125,Electronics,Webcam,14,120,8677.2,7600.48
West,110,Apparel,Socks,17,195,13809.9,17240.04
South,135,Electronics,Speaker,9,29,1967.07,1997.72
East,140,Home,Lamp,33,106,6600.62,6209.18
East,108,Home,Towel,43,148,978.28,1035.96
South,111,Home,Mug,41,51,401.37,425.51
East,124,Apparel,Jeans,34,138,6051.3,4738.29
North,124,Home,Cushion,20,85,1801.15,2479.52
West,109,Electronics,Speaker,48,164,14104.0,17441.97
West,111,Electronics,Charger,22,161,16080.68,19519.21
South,129,Home,Towel,29,155,5254.5,6865.28
Central,138,Home,Cushion,42,190,20174.2,22756.67
North,118,Apparel,T-Shirt,1,4,318.96,275.44
Central,134,Electronics,Speaker,14,99,6570.63,5422.54
North,115,Electronics,Speaker,41,197,19122.79,23839.93
East,116,Home,Lamp,52,148,4380.8,4456.35
Central,114,Electronics,Speaker,3,56,4375.28,3686.05
South,124,Home,Towel,14,57,2324.46,1670.67
South,107,Home,Lamp,45,47,2452.46,2109.47
South,140,Electronics,Charger,31,22,1327.26,1546.83
South,139,Apparel,Jacket,26,92,4088.48,4689.62
South,100,Apparel,Jeans,38,63,702.45,877.68
South,108,Electronics,Webcam,43,181,16429.37,12491.24
South,136,Home,Mug,18,21,2031.96,2677.36
North,139,Home,Cushion,9,134,5682.94,7075.62
Central,110,Electronics,Webcam,26,145,11789.95,14922.32
Central,120,Apparel,Socks,43,99,3722.4,3331.79
Central,110,Electronics,Earbuds,21,193,11855.99,14238.4
North,140,Apparel,Jacket,4,189,7894.53,8403.05
North,134,Home,Lamp,24,52,4480.84,3732.82
Central,100,Electronics,Webcam,41,112,12841.92,12151.53
Central,107,Electronics,Earbuds,30,3,263.4,293.64
West,125,Home,Towel,18,125,4565.0,3574.39
North,125,Home,Towel,49,11,266.09,205.59
South,123,Home,Cushion,28,66,3453.12,4208.53
West,129,Electronics,Speaker,26,48,2746.56,2972.71
East,126,Apparel,T-Shirt,28,170,16709.3,14551.63
West,133,Electronics,Speaker,43,85,7968.75,6769.63
South,110,Electronics,Webcam,4,90,3841.2,5185.42
East,105,Home,Mug,39,67,8033.3,8530.67
East,116,Apparel,Socks,16,164,14323.76,13801.66
North,102,Apparel,T-Shirt,51,83,6409.26,5104.48
North,123,Apparel,Jacket,36,90,1506.6,1780.04
Central,135,Electronics,Charger,35,194,15518.06,14881.61
South,119,Home,Mug,46,177,20815.2,22772.71
South,129,Electronics,Speaker,37,63,4876.83,6809.63
East,115,Electronics,Speaker,39,71,4024.28,4534.31
West,104,Home,Towel,35,26,2685.02,3555.94
West,100,Electronics,Speaker,17,199,1474.59,1938.9
West,130,Home,Mug,26,96,843.84,1047.21
East,100,Apparel,Jeans,33,96,4371.84,3500.78
South,132,Electronics,Charger,35,75,514.5,637.29
Central,118,Home,Mug,5,83,7230.13,8333.54
West,120,Electronics,Webcam,47,173,2193.64,1780.86
East,120,Home,Towel,32,90,1554.3,1537.44
South,108,Home,Cushion,32,9,166.68,134.37
South,125,Home,Towel,35,75,7759.5,8077.05
North,124,Apparel,Jeans,5,51,336.6,314.93
